type;title;director;cast;country;date_added;release_year;rating;duration;listed_in;description
Movie;The Willoughbys;Kris Pearn;Will Forte, Maya Rudolph, Ricky Gervais, Alessia Cara, Terry Crews, Jane Krakowski, Martin Short, Seán Cullen;Canada, United States, United Kingdom;April 22, 2020;2020;PG;92 min;Children & Family Movies, Comedies;Four siblings with horribly selfish parents hatch a plan to get rid of them for good and form a perfectly imperfect family of their own.
Movie;Fearless;Cory Edwards;Yara Shahidi, Miles Robbins, Miguel J. Pimentel, Gabrielle Union, Jadakiss, Tom Kenny, Angie Martinez, Harland Williams, Fat Joe, Amari McCoy, Dwyane Wade;Canada;August 14, 2020;2020;TV-Y7;92 min;Children & Family Movies, Comedies;A teen gamer is forced to level up to full-time babysitter when his favorite video game drops three superpowered infants from space into his backyard.
Movie;Almost Love;Mike Doyle;Scott Evans, Augustus Prew, Kate Walsh, Michelle Buteau, Zoë Chao, Patricia Clarkson, Colin Donnell, Christopher Gray;United States;August 2, 2020;2020;TV-MA;92 min;Comedies, Dramas, Independent Movies;A close crew of striving New Yorkers experiences both joy and heartache in their romantic and professional lives.
Movie;Chippa;Safdar Rahman;Sunny Pawar, Chandan Roy Sanyal, Gautam Sarkar, Sumeet Thakur, Mala Mukherjee, Masood Akhtar, Veer Rajwant Singh, Joyraj Bhattacharya;India;June 1, 2020;2020;TV-14;92 min;Comedies, Dramas, Independent Movies;At midnight on his 10th birthday, a boy scours the lesser-known Kolkata streets in search of a father he’s never met, carrying a letter he can’t read.
Movie;Nobody Knows I'm Here;Gaspar Antillo;Jorge García, Millaray Lobos, Luis Gnecco, Alejandro Goic, Gastón Pauls, Eduardo Paxeco;Chile;June 24, 2020;2020;TV-MA;92 min;Dramas, Independent Movies, International Movies;A former child singer, traumatized by his experiences, becomes a recluse, nurturing his hurt until a woman comes into his life and really hears him.
Movie;Just In Time;Dolapo Adeleke;Sarah Hassan, Stycie Waweru, Mawuli Gavor, Pierra Makena, Eve D'Souza, Christabel Jazz Mistri, Martin Githinji, Lydia Gitachu, Kagwe Mungai, Blessing Lung'Aho;Kenya;March 12, 2021;2020;TV-G;92 min;Comedies, Dramas, International Movies;A meticulous clerk for a bookstore that has just been shuttered suddenly finds herself taking care of her cousin's witty 11-year-old daughter.
Movie;What Are the Odds?;Megha Ramaswamy;Yashaswini Dayama, Karanvir Malhotra, Abhay Deol, Priyanka Bose, Monica Dogra, Sulabha Arya, Manu Rishi Chadha, Ananya Melkote;India;May 20, 2020;2020;TV-MA;92 min;Comedies, Dramas, Independent Movies;When two unlikely friends play hooky from school, accidental encounters and otherworldly events turn their day into a whimsical coming-of-age journey.
Movie;John Henry;Will Forbes;Terry Crews, Ludacris, Jamila Velazquez, J.J. Soria, Ken Foree, Daffany Clark, Kimberly Hébert-Gregory, Tyler Alvarez;United States;May 9, 2020;2020;R;92 min;Dramas, Thrillers;A reformed LA gang member upends his peaceful new life when he steps in to protect two young immigrants from his violent former leader.
Movie;You Are My Home;Amanda Raymond;Alyssa Milano, Angel Parker, Cristián de la Fuente, Eva Ariel Binder, Joel Steingold;United States;December 4, 2020;2020;TV-PG;93 min;Children & Family Movies, Dramas;After becoming separated from her family, a young girl finds herself in the care of a heartbroken woman who faces her own struggles.
Movie;Lost Bullet;Guillaume Pierret;Alban Lenoir, Nicolas Duvauchelle, Ramzy Bedia, Stéfi Celma, Rod Paradot, Sébastien Lalanne, Pascale Arbillot, Arthur Aspaturian, Patrick Médioni;France;June 19, 2020;2020;TV-MA;93 min;Action & Adventure, Dramas, International Movies;Facing a murder charge, a genius mechanic with a criminal past must track down a missing car containing the proof of his innocence: a single bullet.
Movie;Keeping the Bees;Eylem Kaftan;Meryem Uzerli, Feyyaz Duman, Hakan Karsak, Şennur Nogaylar, Burcu Salihoğlu;Turkey;March 26, 2021;2020;TV-14;93 min;Dramas, International Movies;Ayşe returns from Germany to her Black Sea hometown and sets out to fulfill her mom's dying wish — to care for her beloved bee farms.
Movie;Si Doel the Movie 3;Rano Karno;Rano Karno, Cornelia Agatha, Maudy Koesnaedi, Suty Karno, Mandra Naih, Aminah Tjendrakasih, Rey Bong, Akhmad Zulhoir Mardia;Indonesia;May 23, 2020;2020;TV-G;93 min;Dramas, International Movies, Music & Musicals;Torn between reuniting with one family and leaving another behind, Doel must choose between the two women he loves.
Movie;What We Wanted;Ulrike Kofler;Lavinia Wilson, Elyas M'Barek, Anna Unterberger, Lukas Spisser, Iva Höpperger, Fedor Teyml, Marta Manduca, Maria Hofstätter, Tina Haller;Austria;November 11, 2020;2020;TV-MA;93 min;Dramas, International Movies;A couple facing fertility issues finds their marriage tested on a vacation to a Sardinian resort — and the family next door only adds to the tension.
Movie;The 2nd;Brian Skiba;Ryan Phillippe, Casper Van Dien, Jack Griffo, Lexi Simonsen, Richard Burgi, William Katt, Samaire Armstrong, William McNamara, Jacob Grodnik;United States;November 30, 2020;2020;TV-MA;93 min;Action & Adventure;A Secret Service agent is drawn into a terrorist plot when his son's classmate, the daughter of a Supreme Court Justice, is targeted for kidnapping.
Movie;The Binding;Domenico de Feudis;Riccardo Scamarcio, Mía Maestro;Italy;October 2, 2020;2020;TV-MA;93 min;Horror Movies, International Movies, Thrillers;While visiting her fiancé's mother in southern Italy, a woman must fight the mysterious and malevolent curse intent on claiming her daughter.
Movie;The Day of the Lord;Santiago Alvarado Ilarri;Juli Fàbregas, Ximena Romo, Héctor Illanes, Dolores Heredia;Mexico, Spain;October 30, 2020;2020;TV-MA;93 min;Horror Movies, International Movies;In this horror movie, a retired priest haunted by his sins is pulled back into the darkness when a friend begs him to help his possessed daughter.
Movie;His House;Remi Weekes;Ṣọpẹ́ Dìrísù, Wunmi Mosaku, Matt Smith, Malaika Wakoli-Abigaba;United Kingdom;October 30, 2020;2020;TV-14;93 min;Horror Movies, Independent Movies;As a young couple from war-torn South Sudan seeks asylum and a fresh start in England, they’re tormented by a sinister force living in their new home.
Movie;Pets United;Reinhard Klooss;Patrick Roche, Natalie Dormer, Eddie Marsan, Felix Auer, Jeff Burrell, Harvey Friedman, Marty Sander, Ian Odle, Bryan Larkin;Germany, China, United Kingdom;September 11, 2020;2020;TV-Y7;93 min;Children & Family Movies, Comedies;A street-smart dog and a pampered cat join forces to lead a pack of unlikely heroes when their city is seized by its evil mayor — and his robot army.
Movie;Freaks – You're One of Us;Felix Binder;Cornelia Gröschel, Tim Oliver Schultz, Wotan Wilke Möhring, Nina Kunzendorf, Frederic Linkemann, Finnlay Berger, Gisa Flake, Ralph Herforth, Thelma Buabeng;Germany;September 2, 2020;2020;TV-MA;93 min;Dramas, Independent Movies, International Movies;Tipped by a mysterious tramp, a meek fry cook discovers she has superpowers — and kindred spirits — and uncovers an unsavory, widespread conspiracy.
Movie;Sky Tour: The Movie;Nguyen Thanh Tung;Son Tung M-TP;Vietnam;September 2, 2020;2020;TV-G;93 min;Documentaries, International Movies, Music & Musicals;From the preparations to the performances, this documentary showcases Vietnamese pop idol Sơn Tùng M-TP and the passion behind his Sky Tour concerts.
Movie;All Together Now;Brett Haley;Auli'i Cravalho, Justina Machado, Rhenzy Feliz, Fred Armisen, Carol Burnett, Judy Reyes, Taylor Richardson, C.S. Lee, Anthony Jacques;United States;August 29, 2020;2020;PG;94 min;Dramas;An optimistic, talented teen clings to a huge secret: She's homeless and living on a bus. When tragedy strikes, can she learn to accept a helping hand?
Movie;Work It;Laura Terruso;Sabrina Carpenter, Jordan Fisher, Liza Koshy, Keiynan Lonsdale, Michelle Buteau, Drew Ray Tanner;United States;August 7, 2020;2020;TV-14;94 min;Comedies;A brilliant but clumsy high school senior vows to get into her late father’s alma mater by transforming herself and a misfit squad into dance champions.
Movie;Ma Rainey's Black Bottom;George C. Wolfe;Viola Davis, Chadwick Boseman, Glynn Turman, Colman Domingo, Michael Potts, Jonny Coyne, Taylour Paige, Jeremy Shamos, Dusan Brown, Joshua Harto;United States;December 18, 2020;2020;R;94 min;Dramas, Music & Musicals;Tensions and temperatures rise at a Chicago music studio in 1927 when fiery, fearless blues singer Ma Rainey joins her band for a recording session.
Movie;Death of Me;Darren Lynn Bousman;Maggie Q, Luke Hemsworth, Alex Essoe, Ingkarat Jaraswongkosol, Kelly B. Jones, Caledonia Burr;United States, Thailand;January 16, 2021;2020;R;94 min;Horror Movies;With no memory of the previous night, a vacationing couple uncovers a disturbing personal video that inexplicably shows one of them killing the other.
Movie;Bulbbul;Anvita Dutt;Tripti Dimri, Avinash Tiwary, Rahul Bose, Parambrata Chatterjee, Paoli Dam, Veera Kapur Ee;India;June 24, 2020;2020;TV-MA;94 min;Horror Movies, International Movies;A child bride grows up to be an enigmatic woman presiding over her household, harboring a painful past as supernatural murders of men plague her village.
Movie;Generasi 90an: Melankolia;Mohammad Irfan Ramly;Ari Irham, Aghniny Haque, Taskya Namya, Marcella Zalianty, Gunawan Sudrajat, Jennifer Coppen;Indonesia;March 11, 2021;2020;TV-14;94 min;Dramas, International Movies;After the devastating loss of a loved one, Abby forms a bond with his sister's best friend as he struggles to move on.
Movie;Mutiny of the Worker Bees;Carlos Morett;Gustavo Egelhaaf, Alejandro Suárez, Bárbara de Regil, Mauricio Argüelles, César Rodríguez, Fernando Becerril, Anna Carreiro, Carlos Macías, José Sefami, Raquel Garza;Mexico;May 20, 2020;2020;TV-MA;94 min;Comedies, International Movies;When Omar's grandfather forces him to get a job at a tech company in Mexico City, he meets a quirky ensemble of nine-to-fivers ... and some nemeses.
Movie;The Paramedic;Carles Torras;Mario Casas, Déborah François, Guillermo Pfening, María Rodríguez Soto, Celso Bugallo, Raúl Jiménez, Pol Monen, Alice Bocchi, Martín Bacigalupo;Spain;September 16, 2020;2020;TV-MA;94 min;Dramas, International Movies, Thrillers;Unable to face his new reality in a wheelchair, Ángel develops a deadly obsession with the woman who left him and unleashes a sinister revenge plot.
Movie;The Social Dilemma;Jeff Orlowski;Skyler Gisondo, Kara Hayward, Vincent Kartheiser;United States;September 9, 2020;2020;PG-13;94 min;Documentaries;This documentary-drama hybrid explores the dangerous human impact of social networking, with tech experts sounding the alarm on their own creations.
Movie;Rising High;Cüneyt Kaya;David Kross, Frederick Lau, Janina Uhse, Anne Schäfer, Sophia Thomalla;Germany;April 17, 2020;2020;TV-MA;95 min;Dramas, International Movies;Ready to do anything to get rich, a young man upends the Berlin property market with his shady pal, till the good times threaten to destroy it all.
Movie;Really Love;Angel Kristi Williams;Kofi Siriboe, Yootha Wong-Loi-Sing, Michael Ealy, Uzo Aduba;United States;August 25, 2021;2020;TV-MA;95 min;Dramas, Independent Movies, Romantic Movies;A rising Black painter tries to break into a competitive art world while balancing an unexpected romance with an ambitious law student.
Movie;Anelka: Misunderstood;Franck Nataf;Nicolas Anelka;France;August 5, 2020;2020;TV-14;95 min;Documentaries, International Movies, Sports Movies;Inscrutable, incomparable or both? Famed French footballer Nicolas Anelka’s controversial legacy is explored in this in-depth documentary.
Movie;Friendsgiving;Nicol Paone;Malin Akerman, Kat Dennings, Aisha Tyler, Jane Seymour, Jack Donnelly, Chelsea Peretti, Christine Taylor, Ryan Hansen, Deon Cole, Wanda Sykes;United States;January 21, 2021;2020;R;95 min;Comedies;A quiet holiday dinner among friends turns into a chaotic night of illicit activity and compromising situations when uninvited guests crash the party.
Movie;So My Grandma’s a Lesbian!;Ángeles Reiné;Rosa María Sardà, Verónica Forqué, Ingrid García Jonsson, David Verdaguer, Candela Peña, Mónica López, Pol Monen, Alex O'Dogherty, Leander Vyvey, Liz Lobato;Portugal, Spain;January 22, 2021;2020;TV-MA;95 min;Comedies, International Movies, LGBTQ Movies;Two women in their 70s decide to come out to their families and get married, sparking chaos — and threatening a granddaughter's engagement.
Movie;Lost Girls;Liz Garbus;Amy Ryan, Gabriel Byrne, Thomasin McKenzie, Lola Kirke, Oona Laurence, Dean Winters, Miriam Shor, Reed Birney, Kevin Corrigan, Stan Carp;United States;March 13, 2020;2020;R;95 min;Dramas;Desperate to find her missing daughter, a mother fights to uncover the truth — and helps expose a string of unsolved murders. Based on a true story.
Movie;The Life Ahead;Edoardo Ponti;Sophia Loren, Ibrahima Gueye, Renato Carpentieri, Diego Iosif Pirvu, Massimiliano Rossi, Abril Zamora, Babak Karimi;Italy;November 13, 2020;2020;PG-13;95 min;Dramas, International Movies;A Holocaust survivor running a daycare business forms an unlikely friendship with a bitter street kid when she takes him in after he robs her.
Movie;Ghosts of War;Eric Bress;Brenton Thwaites, Theo Rossi, Skylar Astin, Kyle Gallner, Alan Ritchson, Billy Zane, Shaun Toub;United Kingdom;November 25, 2020;2020;R;95 min;Horror Movies;Five, battle-worn Allied soldiers guarding a chateau previously occupied by Nazis start experiencing unexplained and terrifying supernatural horrors.
Movie;Mucho Mucho Amor: The Legend of Walter Mercado;Cristina Costantini, Kareem Tabsch;Walter Mercado;United States;July 8, 2020;2020;TV-14;96 min;Documentaries, LGBTQ Movies;Dazzling and tender-hearted, legendary astrologer Walter Mercado vanished at the peak of his fame. This documentary poignantly explains what happened.
Movie;Straight Up;James Sweeney;James Sweeney, Katie Findlay, Randall Park, Hillary Anne Matthews, James Scully, Betsy Brandt;United States;June 26, 2020;2020;TV-MA;96 min;Comedies, Independent Movies, LGBTQ Movies;When a gay brainiac with OCD questions his identity, he enters a romantic relationship with a woman, leaving sex and physical intimacy out of it.
Movie;Operation Christmas Drop;Martin Wood;Kat Graham, Alexander Ludwig, Virginia Madsen, Janet Kidder, Jeff Joseph, Bethany Brown, Trezzo Mahoro, Rohan Campbell, Aliza Vellani, Aaron Douglas, Xavier de Guzman, Bruce Best;United States;November 5, 2020;2020;TV-G;96 min;Children & Family Movies, Comedies, Romantic Movies;A by-the-book political aide falls for a big-hearted Air Force pilot while looking to shut down his tropical base and its airborne Christmas tradition.
Movie;American Pie 9: Girls' Rules;Mike Elliott;Madison Pettis, Lizze Broadway, Piper Curda, Natasha Behnam, Darren Barnet, Sara Rue, Zachary Gordon, Camaron Engels, Christian Valderrama, Zayne Emory;United States;October 6, 2020;2020;R;96 min;Comedies;Four tight-knit high school seniors vow to turn their love lives around by homecoming when the arrival of a new student muddles their plans.
Movie;GIMS: On the Record;Florent Bodin;Maître Gims;France;September 17, 2020;2020;TV-MA;96 min;Documentaries, International Movies, Music & Musicals;Go backstage with beloved rap superstar Gims in the year leading up to his major 2019 Stade de France performance in this up-close documentary.
Movie;Cuties;Maïmouna Doucouré;Fathia Youssouf, Médina El Aidi-Azouni, Esther Gohourou, Ilanah Cami-Goursolas, Myriam Hamma, Maïmouna Gueye, Mbissine Thérèse Diop, Demba Diaw, Mamadou Samaké;France;September 9, 2020;2020;TV-MA;96 min;Dramas, International Movies;Eleven-year-old Amy starts to rebel against her conservative family’s traditions when she becomes fascinated with a free-spirited dance crew.
Movie;Dangerous Lies;Michael M. Scott;Camila Mendes, Jessie T. Usher, Jamie Chung, Cam Gigandet, Sasha Alexander, Elliott Gould;United States;April 30, 2020;2020;TV-14;97 min;Thrillers;A broke caregiver unexpectedly inherits her patient's estate, but dark secrets swirl around her newfound wealth, tangling her in deceit and danger.
Movie;Unknown Origins;David Galán Galindo;Javier Rey, Verónica Echegui, Brays Efe, Antonio Resines, Álex García, Carlos Areces, Ernesto Alterio, Leonardo Sbaraglia;Spain;August 28, 2020;2020;TV-MA;97 min;International Movies, Thrillers;A very chiseled but somber detective must find a serial killer who leaves clues that only his mentor's nerdy comics-loving son can decipher.
Movie;The Debt Collector 2;Jesse V. Johnson;Scott Adkins, Louis Mandylor, Vladimir Kulich, Marina Sirtis, Ski Carr, Charity Collins, Mayling Ng, Josef Cannon, Jermaine Jacox, Vernon Wells;United States;August 31, 2020;2020;TV-MA;97 min;Action & Adventure;French and Sue have two days to collect on three debts, using as much force as it takes – all while evading the wrath of a crime lord out for revenge.
Movie;Ava;Tate Taylor;Jessica Chastain, Colin Farrell, John Malkovich, Common, Geena Davis, Jess Weixler, Diana Silvers, Joan Chen, Ioan Gruffudd;United States;December 7, 2020;2020;R;97 min;Action & Adventure, Dramas;An elite assassin wrestling with doubts about her work scrambles to protect herself — and her estranged family — after a hit goes dangerously wrong.
Movie;All My Friends Are Dead;Jan Belcl;Julia Wieniawa-Narkiewicz, Mateusz Więcławek, Adam Graf Turczyk, Monika Krzywkowska, Nikodem Rozbicki, Kamil Piotrowski, Adam Bobik, Paulina Gałązka, Magdalena Perlińska, Katarzyna Chojnacka, Konrad Żygadło, Szymon Roszak, Michał Sikorski, Aleksandra Pisula, Wojciech Łozowski, Michał Meyer, Adam Woronowicz;Poland;February 3, 2021;2020;TV-MA;97 min;Comedies, Dramas, International Movies;A group of friends at a New Year’s Eve party go through a whirlwind of events that exposes secrets, breaks hearts — and leads to a shocking outcome.
Movie;Dragonheart: Vengeance;Ivan Silvestrini;Joseph Millson, Jack Kane, Helena Bonham Carter, Arturo Muselli, Carolina Carlsson, Tam Williams, Richard Ashton, Ross O'Hennessy, Cameron Jack, Fabienne Piolini-Castle;United States;February 4, 2020;2020;PG-13;97 min;Action & Adventure, Sci-Fi & Fantasy;When his family is slain by vicious savages, a young farmer teams with an ice-breathing dragon and sword-wielding mercenary to avenge their deaths.
Movie;Airplane Mode;César Rodrigues;Larissa Manoela, André Luiz Frambach, Erasmo Carlos, Mariana Amâncio, Amanda Orestes, Eike Duarte, Nayobe Nzainab, Katiuscia Canoro, Phellyx Moura, Dani Ornellas, Michel Bercovitch, Sílvia Lourenço;United States;January 23, 2020;2020;TV-PG;97 min;Comedies, International Movies, Romantic Movies;When Ana, an influencer, crashes her car while talking on the phone, she’s shipped to her grumpy grandfather's farm – and forced into a digital detox.
Movie;Bulletproof 2;Don Michael Paul;Faizon Love, Kirk Fox, Tony Todd, Pearl Thusi, Cassie Clare, Fiona Ramsey, Neels Clasen, Roxy Nel;United States;January 9, 2020;2020;TV-MA;97 min;Action & Adventure, Comedies;A special agent abruptly reunites with a criminal – once a former friend – when he attempts to use his identity to infiltrate and take down a cartel.
Movie;Ni de coña;Fernando Ayllón;Nathalie Seseña, Goyo Jiménez, José Juan Vaquero, Jordi Sánchez, Ricardo Quevedo, Carolina Noriega, Max Marieges, Kikín Fernández, Norma Nivia, Moi Camacho;Spain;March 26, 2021;2020;TV-MA;97 min;Comedies, International Movies;Trying to fix their relationships, four couples attend a spiritual retreat at a Caribbean resort, where temptation and mishaps add problems to the mix.
Movie;The Princess Switch: Switched Again;Mike Rohl;Vanessa Hudgens, Nick Sagar, Sam Palladio, Mia Lloyd, Lachlan Nieboer, Ricky Norwood, Florence Hall, Suanne Braun, Mark Fleischmann;United States;November 19, 2020;2020;TV-G;97 min;Children & Family Movies, Comedies, Dramas;When Margaret's Christmas coronation complicates her love life, her double Stacy steps in to save the day. But will a third look-alike ruin their plan?
Movie;The Match;Francesco Carnesecchi;Francesco Pannofino, Alberto Di Stasio, Gabriele Fiore, Giorgio Colangeli, Fabrizio Sabatucci, Veruska Rossi, Giulia Cragnotti, Siria Simeoni, Lidia Vitale, Daniele Mariani;Italy;September 1, 2020;2020;TV-MA;97 min;Dramas, International Movies, Sports Movies;One football match on a dirt pitch near Rome becomes a day of reckoning as a young player, his coach and their team's owner wrestle internal demons.
Movie;Villain;Philip Barantini;Craig Fairbrass, George Russo, Robert Glenister, Izuka Hoyle, Mark Monero, Tomi May, Eloise Lovell Anderson, Taz Skylar, Nicholas Aaron;United Kingdom;September 5, 2020;2020;R;97 min;Dramas;Fresh out of prison, an ex-con tries to save his debt-ridden brother and the family pub until local mobsters draw him back to a criminal underworld.
Movie;Class of '83;Atul Sabharwal;Bobby Deol, Bhupendra Jadawat, Hitesh Bhojraj, Anup Soni, Joy Sengupta, Sameer Paranjape, Ninad Mahajani, Prithvik Pratap;India;August 21, 2020;2020;TV-14;98 min;Dramas, International Movies, Thrillers;Demoted to an academy job, a cop trains five foolhardy students as assassins in his risky revenge plot against police corruption and the underworld.
Movie;Ariana grande: excuse me, i love you;Paul Dugdale;Ariana Grande;United States;December 21, 2020;2020;TV-MA;98 min;Documentaries, Music & Musicals;Ariana Grande takes the stage in London for her Sweetener World Tour and shares a behind-the-scenes look at her life in rehearsal and on the road.
Movie;Small Chops;Robert Peters;Chika Ike, Max Cavenham, Nkem Owoh, Nse Ikpe-Etim, Toyin Abraham, Eucharia Anunobi, Sophie Alakija, Hafis Ayetoro, Omotunde Adebowale David;Nigeria;June 5, 2021;2020;TV-MA;98 min;Dramas, International Movies, Romantic Movies;When a business mogul hires an exotic dancer for a weekend of entertainment, it quickly morphs into a messy situation full of misunderstanding.
Movie;Not a Game;Jose Gomez;Brendon Mcdonnell;United Kingdom;March 31, 2021;2020;TV-MA;98 min;Documentaries, International Movies, Sports Movies;This documentary offers an honest look at our fraught, complex relationship to video games from the perspectives of gamers and their concerned parents.
Movie;Hard Kill;Matt Eskandari;Jesse Metcalfe, Bruce Willis, Natalie Eva Marie, Lala Kent, Texas Battle, Swen Temmel, Sergio Rizzuto, Tyler Jon Olson, Jon Galanis;United States;November 23, 2020;2020;R;98 min;Action & Adventure;When a billionaire hires a team of mercenaries for protection, they soon realize world-changing technology and his daughter’s life are also at stake.
Movie;Don’t Listen;Ángel Gómez Hernández;Rodolfo Sancho, Ana Fernández, Ramón Barea, Belén Fabra, Lucas Blas;Spain;November 27, 2020;2020;TV-MA;98 min;Horror Movies, International Movies;After a tragic turn of events at the new home he's fixing up, Daniel hears a ghostly plea for help, spurring him to seek out a famous paranormal expert.
Movie;Whipped;Chandra Liow;Andovi da Lopez, Jovial da Lopez, Chandra Liow, Tommy Limmm, Susan Sameh, Widika Sidmore, Kezia Aletheia, Karina Salim;Indonesia;September 18, 2020;2020;TV-14;98 min;Comedies, International Movies, Romantic Movies;Four buddies attend a class taught by a love guru who leads them to question their romantic attachments — until her hidden agenda comes to light.
Movie;U-Turn;Derick Cabrido;Kim Chiu, JM de Guzman, Tony Labrusca, Martin del Rosario, Kate Alejandrino, Miel Espinoza, Janella Salvador, Cris Villanueva, Almira Muhlach, Cris Villonco, Mercedes Cabral, Jerry O'Hara, Simon Ibarra, Alex Medina, Markus Paterson;Philippines;December 1, 2020;2020;TV-MA;99 min;Horror Movies, International Movies;A young reporter's investigation into a string of grisly suicides takes a dangerous detour when she follows the clues to a cursed stretch of road.
Movie;Tony Parker: The Final Shot;Florent Bodin;Tony Parker;France;January 6, 2021;2020;TV-14;99 min;Documentaries, International Movies, Sports Movies;This film examines the background and career of Tony Parker, whose determination led him to become arguably the greatest French basketball player.
Movie;Rogue Warfare: Death of a Nation;Mike Gunther;Will Yun Lee, Jermaine Love, Rory Markham, Bertrand-Xavier Corbi, Katie Keene, Fernando Chien, Gina DeCesare, Michael Blalock, Stephen Lang, Chris Mulkey;United States;June 15, 2021;2020;R;99 min;Action & Adventure;As their leader recovers from trauma, a global team of elite soldiers must regroup and stop the deadly plans of an extremist mastermind within 36 hours.
Movie;Ride Like a Girl;Rachel Griffiths;Teresa Palmer, Sam Neill, Sullivan Stapleton, Stevie Payne, Brooke Satchwell, Magda Szubanski, Aaron Glenane, Damien Garvey, Sophia Crawford, Henry Nixon;Australia;June 27, 2020;2020;PG;99 min;Children & Family Movies, Dramas, Independent Movies;The daughter of a horse trainer, an ambitious girl sets her sights on becoming the first female jockey to win the Melbourne Cup. Based on a true story.
Movie;The Block Island Sound;Kevin McManus, Matthew McManus;Chris Sheffield, Michaela McManus, Neville Archambault, Ryan O'Flanagan, Matilda Lawler, Jim Cummings, Jeremy Holm, Heidi Niedermeyer, Willie C. Carpenter, Matthew Lawler;United States;March 11, 2021;2020;TV-MA;99 min;Horror Movies, Independent Movies;On an island, a fisherman's family faces horrors and dark truths when an ominous force begins killing the wildlife and puts their own lives in danger.
Movie;Dolly Parton’s Christmas on the Square;Debbie Allen;Dolly Parton, Christine Baranski, Treat Williams, Jenifer Lewis, Josh Segarra, Jeanine Mason, Mary Lane Haskell;United States;November 22, 2020;2020;TV-PG;99 min;Children & Family Movies, Music & Musicals;Seasonal cheer comes to a screeching halt when a cold-hearted woman tries to sell her hometown's land. Can music, magic and memories change her mind?
Movie;A Babysitter's Guide to Monster Hunting;Rachel Talalay;Tamara Smart, Oona Laurence, Tom Felton, Troy Leigh-Anne Johnson, Lynn Masako Cheng, Ty Consiglio, Ian Ho, Indya Moore, Alessio Scalzotto, Tamsen McDonough;United States;October 15, 2020;2020;TV-PG;99 min;Children & Family Movies;Recruited by a secret society of babysitters, a high schooler battles the Boogeyman and his monsters when they nab the boy she's watching on Halloween.
Movie;#Alive;Cho Il;Yoo Ah-in, Park Shin-hye;South Korea;September 8, 2020;2020;TV-MA;99 min;Horror Movies, International Movies, Thrillers;As a grisly virus rampages a city, a lone man stays locked inside his apartment, digitally cut off from seeking help and desperate to find a way out.
